2.000000000000000000e+01,1.000000000000000021e-03,2.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.999999999999999737e-04,-5.000000000000000104e-03,2.000000000000000042e-03,2.000000000000000000e+01,2.223067821583457615e-02,4.000000000000000000e+01,7.910429471177099362e-04,5.553827820656747965e-04
2.000000000000000000e+01,1.000000000000000021e-03,3.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,9.900000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.099999999999999891e-03,-6.000000000000000125e-03,1.299999999999999940e-02,0.000000000000000000e+00,2.394832665420265627e-02,3.000000000000000000e+01,1.277230828183793972e-03,8.235816538123146057e-04
2.000000000000000000e+01,1.000000000000000021e-03,4.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,9.900000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.799999999999999992e-03,-3.899999999999999821e-03,-6.000000000000000125e-03,1.899999999999999953e-02,2.000000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+01,6.042830026439702761e-04,0.000000000000000000e+00
2.000000000000000000e+01,1.000000000000000021e-03,5.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.899999999999999821e-03,-4.000000000000000083e-03,7.000000000000000146e-03,0.000000000000000000e+00,1.470939498836099091e-02,5.000000000000000000e+01,1.477979819855920491e-03,3.042532743180847835e-04
2.000000000000000000e+01,1.000000000000000021e-03,6.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,9.900000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.600000000000000077e-03,-8.999999999999999320e-03,5.000000000000000104e-03,5.000000000000000000e+00,1.203102479104323219e-01,5.000000000000000000e+01,1.522055306375648615e-03,2.290753703956722748e-03
2.000000000000000000e+01,1.000000000000000021e-03,7.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.799999999999999992e-03,-3.899999999999999821e-03,-6.000000000000000125e-03,1.899999999999999953e-02,2.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,1.624178188446125017e-03,0.000000000000000000e+00
2.000000000000000000e+01,1.000000000000000021e-03,7.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+01,9.900000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.899999999999999996e-03,-4.000000000000000083e-03,4.000000000000000083e-03,5.000000000000000000e+00,5.163833584876265093e-02,3.000000000000000000e+01,1.288007960674548025e-03,1.687065175615013813e-03
2.000000000000000000e+01,1.000000000000000021e-03,7.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+01,5.000000000000000000e+00,3.000000000000000000e+01,9.900000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-03,-4.000000000000000192e-04,-8.000000000000000167e-03,8.999999999999999320e-03,0.000000000000000000e+00,4.727899108572763964e-02,6.000000000000000000e+01,7.780417662173054645e-04,7.734942195847694258e-04
2.000000000000000000e+01,1.000000000000000021e-03,8.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000048e-04,-2.000000000000000096e-04,-5.000000000000000104e-03,2.000000000000000042e-03,2.000000000000000000e+01,6.308860501737534321e-02,4.000000000000000000e+01,1.551225016690589058e-03,1.535173115112156705e-03
2.000000000000000000e+01,1.000000000000000021e-03,8.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,9.900000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.399999999999999790e-03,-8.999999999999999320e-03,4.000000000000000083e-03,5.000000000000000000e+00,1.149858908264278501e-01,5.000000000000000000e+01,1.523848697087471253e-03,2.191073863535997028e-03
