0.000000000000000000e+00,-5.000000000000000104e-03,-1.000000000000000021e-02,2.000000000000000042e-03,4.273328697379541116e-03
0.000000000000000000e+00,-5.000000000000000104e-03,-1.000000000000000021e-02,8.999999999999999320e-03,3.725347062790492370e-03
0.000000000000000000e+00,-5.000000000000000104e-03,-1.000000000000000021e-02,1.899999999999999953e-02,3.231325447340279138e-03
0.000000000000000000e+00,-5.000000000000000104e-03,-6.000000000000000125e-03,1.499999999999999944e-02,3.517253800363336503e-03
0.000000000000000000e+00,-5.000000000000000104e-03,-4.000000000000000083e-03,2.000000000000000042e-03,3.603206360626653830e-03
0.000000000000000000e+00,-5.000000000000000104e-03,-4.000000000000000083e-03,7.000000000000000146e-03,3.496198994843720698e-03
0.000000000000000000e+00,-5.000000000000000104e-03,-4.000000000000000083e-03,1.000000000000000021e-02,2.856394959792838903e-03
0.000000000000000000e+00,-5.000000000000000104e-03,-4.000000000000000083e-03,1.899999999999999953e-02,3.038204029462698852e-03
0.000000000000000000e+00,-2.599999999999999881e-03,-1.000000000000000021e-02,8.000000000000000167e-03,7.281214299729447254e-03
0.000000000000000000e+00,-2.500000000000000052e-03,-4.000000000000000083e-03,6.000000000000000125e-03,6.892141018908517179e-03
0.000000000000000000e+00,-2.200000000000000133e-03,-8.000000000000000167e-03,6.000000000000000125e-03,9.543140044972277941e-03
0.000000000000000000e+00,-2.099999999999999870e-03,-1.000000000000000021e-02,7.000000000000000146e-03,1.006254771117243672e-02
0.000000000000000000e+00,-2.099999999999999870e-03,-8.999999999999999320e-03,5.000000000000000104e-03,9.427914867492536918e-03
0.000000000000000000e+00,-2.000000000000000042e-03,-8.999999999999999320e-03,1.899999999999999953e-02,1.046403407071056987e-02
0.000000000000000000e+00,-1.699999999999999905e-03,-8.999999999999999320e-03,1.899999999999999953e-02,1.169665502976304297e-02
0.000000000000000000e+00,-1.699999999999999905e-03,-4.000000000000000083e-03,1.499999999999999944e-02,1.071750254490250187e-02
0.000000000000000000e+00,-1.600000000000000077e-03,-7.000000000000000146e-03,5.000000000000000104e-03,1.053325305410838901e-02
0.000000000000000000e+00,-1.600000000000000077e-03,-5.000000000000000104e-03,8.999999999999999320e-03,1.146478207183781149e-02
0.000000000000000000e+00,-1.500000000000000031e-03,-1.000000000000000021e-02,1.600000000000000033e-02,1.282863262735732188e-02
0.000000000000000000e+00,-1.399999999999999986e-03,-1.000000000000000021e-02,1.400000000000000029e-02,1.365460996806945257e-02
0.000000000000000000e+00,-1.399999999999999986e-03,-8.000000000000000167e-03,1.000000000000000021e-02,1.302782143109561426e-02
0.000000000000000000e+00,-1.399999999999999986e-03,-7.000000000000000146e-03,1.000000000000000021e-02,1.302782143109561426e-02
0.000000000000000000e+00,-1.399999999999999986e-03,-6.000000000000000125e-03,1.799999999999999864e-02,1.318795007539366043e-02
0.000000000000000000e+00,-1.399999999999999986e-03,-5.000000000000000104e-03,1.600000000000000033e-02,1.311338690068864637e-02
0.000000000000000000e+00,-1.299999999999999940e-03,-8.000000000000000167e-03,1.400000000000000029e-02,1.362977091951888403e-02
0.000000000000000000e+00,-1.299999999999999940e-03,-8.000000000000000167e-03,1.700000000000000122e-02,1.379433913452349572e-02
0.000000000000000000e+00,-1.299999999999999940e-03,-6.000000000000000125e-03,1.899999999999999953e-02,1.366228946971481152e-02
0.000000000000000000e+00,-1.199999999999999895e-03,-1.000000000000000021e-02,8.000000000000000167e-03,1.343252126423740735e-02
0.000000000000000000e+00,-1.199999999999999895e-03,-1.000000000000000021e-02,1.000000000000000021e-02,1.376772365650386076e-02
0.000000000000000000e+00,-1.199999999999999895e-03,-1.000000000000000021e-02,1.200000000000000025e-02,1.424257665201840092e-02
