2.000000000000000000e+01,2.000000000000000042e-03,2.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+01,9.800000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,3.654552391018726226e-03,-1.029647166719110159e-03,-6.172416705525265827e-03,1.761586907284116987e-02,1.000000000000000000e+01,3.000000000000000000e+00,1.059760695999756308e-01,3.900000000000000000e+02,1.238044142696919162e-03,2.788850199008026149e-04
2.000000000000000000e+01,2.000000000000000042e-03,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,9.800000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.000050000000000000e+05,0.000000000000000000e+00,-3.461756321869214736e-03,-3.000000000000000062e-03,2.000000000000000042e-02,0.000000000000000000e+00,1.000000000000000000e+00,3.312148772260468110e-01,4.200000000000000000e+02,2.426545892925520854e-03,7.041984723274599765e-04
2.000000000000000000e+01,3.000000000000000062e-03,2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,6.000000000000000000e+00,2.000000000000000000e+01,9.900000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.249258299836762676e-03,-4.296130787076826892e-03,-8.198665761077883821e-03,1.882231671728863687e-02,1.000000000000000000e+01,1.000000000000000000e+01,2.239773843791603714e-01,4.200000000000000000e+02,9.278927321112922025e-04,4.959161513095669809e-04
4.000000000000000000e+01,1.000000000000000021e-03,7.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.700972947989647750e-03,-1.160074206100781494e-03,-1.180270566865315902e-02,1.713542824047280602e-02,0.000000000000000000e+00,2.000000000000000000e+01,2.202954307343911733e-01,4.200000000000000000e+02,1.113814137617196798e-03,4.886191895742559568e-04
4.000000000000000000e+01,1.000000000000000021e-03,7.000000000000000000e+00,1.000000000000000000e+00,9.000000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,9.800000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,5.753570316018568470e-04,-4.583740348391740146e-03,-3.406572226088434071e-03,1.744289225975914973e-02,0.000000000000000000e+00,5.000000000000000000e+00,2.520100972827667984e-01,3.600000000000000000e+02,1.106600701841450526e-03,6.451920503249932489e-04
4.000000000000000000e+01,2.000000000000000042e-03,1.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+02,6.000000000000000000e+00,3.000000000000000000e+00,9.900000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.000050000000000000e+05,2.411506777435013828e-03,-3.154034137137166210e-03,-1.009384052901364862e-02,1.707064114516669909e-02,0.000000000000000000e+00,2.000000000000000000e+01,1.317025588115601220e-01,3.300000000000000000e+02,8.598361364329200817e-04,3.801778362941585871e-04
4.000000000000000000e+01,3.000000000000000062e-03,4.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+01,9.900000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,4.041986740582305566e-03,-3.056613551552589750e-03,-1.447188352554529961e-02,7.925774699534055695e-03,0.000000000000000000e+00,2.000000000000000000e+01,3.690235994415003162e-02,4.200000000000000000e+02,1.462529344050530642e-03,8.888914743049817081e-05
6.000000000000000000e+01,1.000000000000000021e-03,8.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+01,9.800000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.952783519244129500e-03,-3.495455502431637921e-04,-3.000000000000000062e-03,1.971213173527071316e-02,0.000000000000000000e+00,5.000000000000000000e+00,3.085919894949380460e-01,4.200000000000000000e+02,1.695724676384467765e-03,6.628791570114737084e-04
6.000000000000000000e+01,4.000000000000000083e-03,5.000000000000000000e+00,2.000000000000000000e+00,1.200000000000000000e+02,6.000000000000000000e+00,1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,3.702604747381320208e-04,-5.000000000000000104e-03,-2.000000000000000042e-02,3.000000000000000062e-03,1.000000000000000000e+01,3.000000000000000000e+00,2.405905636328986574e-02,3.300000000000000000e+02,1.166594014249481984e-03,7.251063758689275550e-05
8.000000000000000000e+01,2.000000000000000042e-03,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e+00,9.800000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-2.496171372380993816e-03,-3.503095477687723485e-03,1.964792381136966012e-02,5.000000000000000000e+00,2.000000000000000000e+01,2.092451595043294255e-01,3.900000000000000000e+02,1.059529502541606662e-03,5.084076398418847700e-04
