5.000000000000000000e+00,2.000000000000000000e+01,9.800000000000000000e+01,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.595335611851762878e-04,-2.909665291967643286e-03,-4.342800157466154658e-03,9.065884278325143930e-03,5.000000000000000000e+00,2.000000000000000000e+01,7.088916489728958048e-02,2.304021568057479374e-03
5.000000000000000000e+00,2.000000000000000000e+01,9.900000000000000000e+01,1.000000000000000000e+00,1.602710000000000000e+05,-1.000000000000000000e+00,0.000000000000000000e+00,-4.505200235250752909e-03,-1.153633479901229608e-02,8.734494828448164869e-03,5.000000000000000000e+00,1.000000000000000000e+00,5.958434218191888121e-02,1.960033353073601953e-03
9.000000000000000000e+00,2.000000000000000000e+01,9.800000000000000000e+01,0.000000000000000000e+00,1.602710000000000000e+05,0.000000000000000000e+00,1.962423410318474786e-05,-8.803303878283890013e-04,-1.350772243572690226e-02,1.130697909941787843e-02,2.000000000000000000e+01,2.000000000000000000e+01,9.217178762036248862e-02,2.967086310134366394e-03
1.100000000000000000e+01,1.000000000000000000e+01,9.800000000000000000e+01,0.000000000000000000e+00,3.524000000000000000e+03,-1.000000000000000000e+00,0.000000000000000000e+00,-3.135077798223863312e-03,-1.412290151012186683e-02,8.416743808933268428e-03,2.000000000000000000e+01,1.000000000000000000e+00,6.331157674620158105e-02,2.073233916327132942e-03
1.300000000000000000e+01,1.000000000000000000e+00,9.800000000000000000e+01,1.000000000000000000e+00,9.920000000000000000e+02,0.000000000000000000e+00,9.885346844265456361e-05,-1.975489621041335523e-03,-1.348768845431774430e-02,6.593904118042669647e-03,2.000000000000000000e+01,1.000000000000000000e+00,5.486743208807731698e-02,1.800833694062279602e-03
1.300000000000000000e+01,1.000000000000000000e+00,9.900000000000000000e+01,0.000000000000000000e+00,9.920000000000000000e+02,-1.000000000000000000e+00,3.157344520922761820e-04,-9.834732421192459925e-04,-5.949778511266349754e-03,7.658120821537873352e-03,5.000000000000000000e+00,1.000000000000000000e+00,8.150349531583067630e-02,2.632941171243186051e-03
1.400000000000000000e+01,1.000000000000000000e+00,9.800000000000000000e+01,1.000000000000000000e+00,9.920000000000000000e+02,0.000000000000000000e+00,2.273135586057956092e-04,-2.761544203943271016e-03,-6.786050881133308746e-03,9.438096450989402059e-03,1.000000000000000000e+01,5.000000000000000000e+00,1.052262954882139390e-01,3.358746951338960861e-03
1.400000000000000000e+01,2.000000000000000000e+01,9.900000000000000000e+01,1.000000000000000000e+00,1.602710000000000000e+05,0.000000000000000000e+00,1.283491918396465316e-04,-4.398862866367370984e-03,-1.143720090836457606e-02,7.474735659716765304e-03,5.000000000000000000e+00,1.000000000000000000e+00,9.797677263041770779e-02,3.140526326384555488e-03
1.500000000000000000e+01,1.000000000000000000e+01,9.800000000000000000e+01,1.000000000000000000e+00,1.602710000000000000e+05,0.000000000000000000e+00,1.635150487185644836e-04,-2.746761401543932560e-03,-1.966610248182870668e-02,2.000000000000000042e-02,2.000000000000000000e+01,5.000000000000000000e+00,1.030575881079365264e-01,3.300124987338060034e-03
1.600000000000000000e+01,1.000000000000000000e+00,9.900000000000000000e+01,0.000000000000000000e+00,9.920000000000000000e+02,0.000000000000000000e+00,2.941082422738482377e-04,-2.299835115489528171e-03,-1.856166451659389469e-02,1.863778109652600851e-02,0.000000000000000000e+00,1.000000000000000000e+01,1.033495017895647017e-01,3.308520465442040502e-03
1.600000000000000000e+01,1.000000000000000000e+00,9.900000000000000000e+01,1.000000000000000000e+00,9.920000000000000000e+02,-1.000000000000000000e+00,3.245551054585304432e-04,-2.336523621597885216e-03,-8.072472295363716799e-03,7.050200807671441403e-03,5.000000000000000000e+00,2.000000000000000000e+01,8.444124813883968628e-02,2.722695820809828329e-03
1.600000000000000000e+01,1.000000000000000000e+01,9.800000000000000000e+01,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.905527011874442815e-04,-4.503959910013957506e-03,-5.196208685700547461e-03,8.877829702477857410e-03,5.000000000000000000e+00,2.000000000000000000e+01,5.366747804858928994e-02,1.766507961812543081e-03
1.900000000000000000e+01,2.000000000000000000e+01,9.900000000000000000e+01,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,7.634572119975092204e-05,-1.756391024505844778e-04,-1.009696562689665032e-02,1.867652601610819349e-02,1.000000000000000000e+01,1.000000000000000000e+01,5.705764934429247148e-02,1.875754774569945169e-03
